	CRISPR-SMPL-1	CRISPR-CNTRL-1	CRISPR-SMPL-2	CRISPR-CNTRL-2	CRISPR-SMPL-3	CRISPR-CNTRL-3
gRNA-No-36213	75	86	61	327	99	111
gRNA-No-36214	71	51	15	75	43	44
gRNA-No-36215	41	96	13	24	22	51
gRNA-No-36216	94	197	63	416	61	76
gRNA-No-36217	38	87	12	159	16	53
gRNA-No-36218	0	0	0	0	0	3
gRNA-No-36219	6	13	0	2	18	37
gRNA-No-36220	12	47	8	48	5	14
gRNA-No-12635	73	88	40	170	21	26
gRNA-No-36222	1	8	1	5	1	1
gRNA-No-36223	138	225	34	218	107	155
gRNA-No-16773	36	96	24	61	15	15
gRNA-No-23163	36	18	0	5	23	4
gRNA-No-36226	1	0	0	0	1	1
gRNA-No-36227	79	107	51	255	14	89
gRNA-No-36229	9	0	5	12	22	20
gRNA-No-36230	4	4	8	83	0	1
gRNA-No-34545	70	69	14	77	24	44
gRNA-No-36232	20	46	10	44	34	23
gRNA-No-31817	0	0	0	0	0	0
gRNA-No-16920	9	6	12	34	0	0
gRNA-No-12677	1	0	7	60	1	5
gRNA-No-36236	2	2	5	18	1	5
gRNA-No-36237	75	88	26	183	16	35
gRNA-No-36238	47	50	11	125	40	77
gRNA-No-36239	30	31	0	0	19	28
gRNA-No-36240	15	33	7	30	6	17
gRNA-No-36241	14	29	0	0	6	7
gRNA-No-36242	11	22	20	163	16	15
gRNA-No-36243	63	58	44	209	50	19
gRNA-No-36244	0	0	0	0	0	0
gRNA-No-23167	67	91	0	67	1	27
gRNA-No-36246	0	0	0	0	4	0
gRNA-No-28270	230	378	146	727	189	171
gRNA-No-36248	195	279	121	524	224	159
gRNA-No-36249	265	313	135	734	311	235
gRNA-No-36250	40	38	11	41	69	58
gRNA-No-28310	343	501	129	826	292	323
gRNA-No-15680	0	0	0	0	0	0
gRNA-No-23171	167	161	47	282	81	81
gRNA-No-01144	9	17	2	0	11	41
gRNA-No-18560	1	3	0	1	0	0
gRNA-No-01164	0	0	0	0	0	0
gRNA-No-36256	2	4	0	0	0	2
gRNA-No-36257	25	46	84	389	85	62
gRNA-No-23176	17	116	18	251	12	51
gRNA-No-36259	51	70	20	112	44	27
gRNA-No-36260	11	21	3	4	24	4
gRNA-No-36261	219	240	74	410	180	175
gRNA-No-36262	104	140	57	362	87	108
gRNA-No-23177	0	0	0	0	0	0
gRNA-No-36265	502	668	299	1500	628	505
gRNA-No-18561	55	57	8	49	23	31
gRNA-No-34708	120	111	20	184	76	60
gRNA-No-36267	106	121	48	135	69	52
gRNA-No-36268	70	96	47	282	121	102
gRNA-No-36271	134	212	65	280	57	73
gRNA-No-36272	0	0	0	0	0	0
gRNA-No-36273	47	55	36	182	25	24
gRNA-No-36274	88	129	34	221	22	35
gRNA-No-36275	12	11	7	30	5	8
gRNA-No-36276	0	0	0	0	0	0
gRNA-No-36277	0	0	0	0	0	0
gRNA-No-36279	2	0	1	22	1	0
gRNA-No-36280	115	98	71	328	118	95
gRNA-No-36281	37	85	39	319	65	90
gRNA-No-36282	1	2	0	11	0	3
gRNA-No-36283	1	0	0	0	0	1
gRNA-No-36284	63	86	59	286	77	84
gRNA-No-36286	1	2	0	9	0	0
gRNA-No-36287	147	182	69	279	158	108
gRNA-No-36288	0	0	0	0	0	1
gRNA-No-21421	29	69	13	147	38	38
gRNA-No-21459	8	10	0	0	20	10
gRNA-No-12965	92	106	14	78	95	84
gRNA-No-12966	0	0	0	0	0	0
gRNA-No-12967	24	24	9	55	72	51
gRNA-No-47692	18	18	0	4	5	6
gRNA-No-36295	169	224	151	937	227	181
gRNA-No-12970	296	358	105	666	306	274
gRNA-No-47746	0	1	0	0	0	0
gRNA-No-21988	157	225	53	270	191	113
gRNA-No-01390	3	4	3	36	47	47
gRNA-No-12981	10	8	0	12	0	2
gRNA-No-36301	132	189	66	327	118	110
gRNA-No-36302	3	4	0	2	1	0
gRNA-No-36303	161	165	66	359	144	92
gRNA-No-36304	39	56	33	127	91	88
gRNA-No-13020	8	12	0	0	17	7
gRNA-No-13023	60	137	39	235	48	46
gRNA-No-13025	20	32	20	164	46	90
gRNA-No-36309	14	18	2	33	2	3
gRNA-No-00851	99	159	67	332	125	128
gRNA-No-00030	62	66	35	135	108	50
gRNA-No-36312	0	0	2	3	1	1
gRNA-No-36313	99	96	46	212	130	120
gRNA-No-13050	18	15	1	4	11	5
gRNA-No-41724	12	42	8	134	0	1
gRNA-No-36316	0	0	0	0	0	0
gRNA-No-36317	31	41	55	313	120	100
gRNA-No-00090	22	38	8	25	17	17
gRNA-No-00773	99	117	68	316	93	91
gRNA-No-13074	0	0	0	0	1	0
gRNA-No-36321	184	300	73	283	201	130
gRNA-No-40145	0	0	0	0	0	0
gRNA-No-36323	111	182	62	382	95	111
gRNA-No-36324	0	0	0	0	0	0
gRNA-No-14911	262	417	134	698	281	327
gRNA-No-36326	36	44	5	33	33	27
gRNA-No-36327	0	0	0	0	0	0
gRNA-No-36328	72	115	64	319	135	117
gRNA-No-36329	1	2	1	9	1	6
gRNA-No-36330	90	128	23	103	75	60
gRNA-No-36331	56	76	6	47	15	10
gRNA-No-36332	81	68	20	110	28	42
gRNA-No-36333	15	34	32	121	67	81
gRNA-No-18566	0	0	0	0	0	0
gRNA-No-40148	89	92	47	219	72	48
gRNA-No-36335	7	8	0	0	0	0
gRNA-No-36336	0	0	0	0	0	0
gRNA-No-36337	0	0	8	31	0	0
gRNA-No-36338	0	2	5	11	2	0
gRNA-No-36339	33	42	2	32	32	17
gRNA-No-36340	9	9	7	50	9	7
gRNA-No-36341	19	13	3	20	0	0
gRNA-No-36342	25	25	13	49	17	0
gRNA-No-36343	64	61	14	92	41	36
gRNA-No-36344	113	219	60	254	132	104
gRNA-No-14974	0	0	0	0	0	0
gRNA-No-36346	39	57	34	156	35	26
gRNA-No-36347	0	1	0	3	2	1
gRNA-No-36348	18	30	6	4	11	12
gRNA-No-36349	25	36	1	50	19	20
gRNA-No-36350	18	50	38	170	85	75
gRNA-No-36351	18	23	2	8	10	4
gRNA-No-36352	146	159	22	193	136	123
gRNA-No-36353	211	271	75	377	279	227
gRNA-No-36354	2	1	0	1	0	1
gRNA-No-36355	77	69	6	84	17	23
gRNA-No-36356	16	18	1	2	10	8
gRNA-No-36357	48	61	12	69	19	13
gRNA-No-36358	40	33	6	20	37	28
gRNA-No-36359	3	1	17	80	45	31
gRNA-No-13216	0	0	0	0	1	0
gRNA-No-48890	95	153	141	376	253	183
gRNA-No-34058	98	105	35	138	67	54
gRNA-No-36363	2	5	0	2	0	0
gRNA-No-36364	302	434	189	1284	289	297
gRNA-No-13222	18	21	29	112	7	27
gRNA-No-36366	23	22	3	144	4	68
gRNA-No-13233	46	45	27	88	49	38
gRNA-No-17524	0	1	0	1	1	1
gRNA-No-36370	139	137	45	234	88	53
gRNA-No-36371	73	93	26	107	105	86
gRNA-No-36372	0	0	0	0	0	0
gRNA-No-36373	43	106	27	183	22	54
gRNA-No-36374	362	373	152	850	354	250
gRNA-No-36375	88	129	43	160	39	48
gRNA-No-36377	0	0	0	0	0	0
gRNA-No-40155	188	224	80	375	283	218
gRNA-No-36380	20	12	18	99	29	32
gRNA-No-36381	0	6	1	4	20	17
gRNA-No-36382	343	485	290	1637	536	588
gRNA-No-36383	5	0	1	29	17	9
gRNA-No-36384	14	18	1	5	18	5
gRNA-No-36385	99	108	112	506	162	197
gRNA-No-36386	118	188	75	398	152	162
gRNA-No-36387	151	292	77	424	185	233
gRNA-No-36388	1	2	0	24	18	16
gRNA-No-36389	3	0	0	0	10	12
gRNA-No-12338	89	126	6	71	98	65
gRNA-No-36391	0	0	0	2	8	4
gRNA-No-36392	9	23	13	36	2	10
gRNA-No-36393	10	15	3	49	39	27
gRNA-No-36394	0	0	0	4	0	1
gRNA-No-36395	32	80	13	102	48	50
gRNA-No-36397	70	68	41	207	169	157
gRNA-No-36398	201	263	116	675	166	212
gRNA-No-36399	43	77	10	92	6	9
gRNA-No-36400	41	64	4	138	52	64
gRNA-No-36401	0	0	0	0	0	0
gRNA-No-36402	17	8	5	16	9	19
gRNA-No-36404	0	0	18	112	0	0
gRNA-No-36405	0	0	0	0	0	0
gRNA-No-36406	0	0	0	0	0	0
gRNA-No-36407	79	119	8	83	49	50
gRNA-No-17593	33	258	28	505	27	121
gRNA-No-36409	0	0	0	0	0	0
gRNA-No-36410	22	28	7	52	4	3
gRNA-No-36411	306	370	156	940	338	312
gRNA-No-23200	0	2	0	3	0	0
gRNA-No-36413	138	1	0	2	0	208
gRNA-No-36414	0	0	0	0	0	0
gRNA-No-36415	89	109	25	153	78	68
gRNA-No-36416	9	1	4	19	5	5
gRNA-No-36417	52	43	18	158	47	37
gRNA-No-36418	0	0	1	2	3	1
gRNA-No-36419	57	67	9	97	50	32
gRNA-No-36420	2	1	0	4	2	2
gRNA-No-36421	10	12	1	44	26	37
gRNA-No-36422	0	0	0	0	0	0
gRNA-No-36423	133	190	64	312	117	81
gRNA-No-36424	0	37	1	237	1	70
gRNA-No-23204	5	13	11	29	24	11
gRNA-No-36426	0	0	0	0	0	0
gRNA-No-13426	44	95	80	297	42	59
gRNA-No-36428	0	0	1	40	1	0
gRNA-No-36429	0	0	0	1	0	0
gRNA-No-13431	0	0	0	0	0	0
gRNA-No-36431	77	113	22	158	36	57
gRNA-No-47862	0	2	4	50	18	12
gRNA-No-26358	0	0	0	0	0	0
gRNA-No-07052	215	244	93	325	175	174
gRNA-No-13453	10	14	7	57	21	14
gRNA-No-36436	2	5	0	7	1	1
gRNA-No-36437	38	78	59	301	75	86
gRNA-No-13469	0	0	0	0	0	0
gRNA-No-13471	187	228	114	644	231	245
gRNA-No-13473	0	0	6	44	0	0
gRNA-No-13474	11	273	5	319	6	97
gRNA-No-36442	6	1	2	15	0	1
gRNA-No-36443	132	161	98	370	176	122
gRNA-No-36444	0	0	0	0	0	0
gRNA-No-36445	320	451	97	669	361	380
gRNA-No-36446	12	1	22	85	15	5
gRNA-No-36447	0	14	1	40	0	7
gRNA-No-36448	1	160	6	335	3	119
gRNA-No-36449	1	141	7	556	0	77
gRNA-No-36450	34	83	46	253	61	47
gRNA-No-36451	2	0	0	7	0	0
gRNA-No-36452	54	53	53	215	38	13
gRNA-No-36453	31	95	14	159	22	70
gRNA-No-36454	0	1	0	0	0	0
gRNA-No-36455	1	1	1	1	2	0
gRNA-No-36456	9	7	17	127	51	53
gRNA-No-36457	0	0	0	0	0	0
gRNA-No-36458	43	50	13	80	42	51
gRNA-No-36459	7	17	6	18	5	7
gRNA-No-36460	109	168	47	223	56	45
gRNA-No-06148	54	93	11	33	74	48
gRNA-No-36462	1	2	0	0	0	0
gRNA-No-36463	0	0	0	0	0	0
gRNA-No-06149	0	0	2	18	0	0
gRNA-No-36466	26	44	22	59	38	27
gRNA-No-36467	20	53	35	181	27	46
gRNA-No-36468	3	22	1	23	4	4
gRNA-No-36469	41	55	70	393	70	53
gRNA-No-36470	0	0	0	0	0	0
gRNA-No-36471	28	37	9	30	1	0
gRNA-No-36472	252	319	111	608	164	139
gRNA-No-36473	9	21	16	112	34	26
gRNA-No-36474	240	337	245	1054	327	349
gRNA-No-36475	0	0	0	0	0	0
gRNA-No-36476	0	0	9	59	0	0
gRNA-No-36477	23	45	16	126	10	21
gRNA-No-36479	0	0	0	0	0	0
gRNA-No-36480	17	29	11	100	6	1
gRNA-No-36481	1	0	7	19	7	3
gRNA-No-36482	16	25	8	61	20	20
gRNA-No-23714	63	70	10	40	30	38
gRNA-No-36484	51	92	29	95	58	26
gRNA-No-36485	27	27	2	5	11	30
gRNA-No-36486	0	0	0	0	0	0
gRNA-No-36487	0	0	0	60	1	0
gRNA-No-36488	0	0	4	24	1	0
gRNA-No-17389	66	108	35	173	67	45
gRNA-No-36489	11	13	13	74	46	47
gRNA-No-06157	22	61	32	181	92	98
gRNA-No-01386	2	8	17	113	3	3
gRNA-No-06158	32	26	1	4	39	48
gRNA-No-36492	10	14	9	24	34	33
gRNA-No-40181	1	4	0	2	1	1
gRNA-No-36498	106	105	37	164	63	45
gRNA-No-36499	31	96	21	157	28	57
gRNA-No-36500	84	91	66	411	125	132
gRNA-No-36501	31	46	40	145	66	68
gRNA-No-36502	56	123	32	176	63	71
gRNA-No-36503	20	22	2	13	1	0
gRNA-No-13963	17	18	23	76	10	5
gRNA-No-36505	17	24	0	26	47	42
gRNA-No-13968	42	64	1	28	33	30
gRNA-No-13969	16	25	39	151	8	11
gRNA-No-36508	11	11	1	23	1	4
gRNA-No-36509	1	14	1	0	0	0
gRNA-No-13973	7	16	7	75	38	21
gRNA-No-36511	2	3	0	21	0	5
gRNA-No-41109	4	6	9	83	15	18
gRNA-No-36513	244	444	108	830	303	365
gRNA-No-36515	0	0	0	0	0	0
gRNA-No-36516	1	1	8	27	0	1
gRNA-No-36517	32	87	6	122	20	35
gRNA-No-36519	1	14	1	4	0	1
gRNA-No-36520	23	89	14	156	17	34
gRNA-No-36521	66	86	67	252	100	88
gRNA-No-36522	0	0	1	0	0	0
gRNA-No-36523	12	28	17	131	48	35
gRNA-No-36524	1	0	4	12	18	5
gRNA-No-21855	4	5	18	71	19	10
gRNA-No-45265	20	36	15	55	10	19
gRNA-No-36526	0	10	0	0	7	2
gRNA-No-36527	10	12	0	22	4	3
gRNA-No-36530	1	17	3	39	2	1
gRNA-No-36532	722	737	374	1598	980	649
gRNA-No-36534	0	0	0	0	0	0
gRNA-No-36535	0	0	0	0	0	0
gRNA-No-36536	20	26	17	48	13	9
gRNA-No-36537	13	17	7	44	27	23
gRNA-No-36538	247	404	115	680	259	210
gRNA-No-36539	38	15	6	9	25	14
gRNA-No-36540	201	249	79	424	183	208
gRNA-No-36541	87	130	19	187	72	42
gRNA-No-36542	0	1	0	9	0	0
gRNA-No-36543	10	48	8	119	13	34
gRNA-No-36544	10	13	25	130	43	27
gRNA-No-36545	0	0	0	0	0	0
gRNA-No-28941	39	47	34	139	48	54
gRNA-No-21857	0	0	0	0	0	0
gRNA-No-36546	45	63	29	176	21	56
gRNA-No-36547	47	70	59	245	107	90
gRNA-No-36548	89	94	54	262	186	190
gRNA-No-36549	23	25	6	30	5	3
gRNA-No-36550	128	158	65	332	199	140
gRNA-No-36551	0	0	0	0	0	0
gRNA-No-36552	0	1	0	3	1	8
gRNA-No-36553	3	10	3	26	8	15
gRNA-No-36554	0	0	1	7	7	6
gRNA-No-36555	58	104	43	199	82	59
gRNA-No-36556	3	0	2	0	6	3
gRNA-No-36557	11	18	0	1	4	6
gRNA-No-36559	0	0	0	1	0	3
gRNA-No-36560	57	48	5	21	63	34
gRNA-No-36561	346	443	196	927	367	312
gRNA-No-36563	23	88	42	381	56	86
gRNA-No-36565	7	5	0	0	0	0
gRNA-No-36566	32	75	9	64	35	62
gRNA-No-36567	0	0	0	0	0	0
gRNA-No-36568	90	209	82	578	67	106
gRNA-No-36569	10	45	12	80	15	22
gRNA-No-36570	0	0	0	0	0	0
gRNA-No-36571	16	106	10	138	5	30
gRNA-No-36572	93	136	51	248	47	58
gRNA-No-36573	11	43	27	282	27	63
gRNA-No-36574	30	295	15	589	18	161
gRNA-No-36575	142	223	56	350	204	218
gRNA-No-12583	24	35	59	298	33	38
gRNA-No-36577	0	0	0	0	0	0
gRNA-No-36578	41	41	11	38	5	5
gRNA-No-36579	0	0	0	0	5	31
gRNA-No-36580	269	599	201	1336	198	327
gRNA-No-36581	7	6	5	99	0	11
gRNA-No-14382	0	0	4	22	0	0
gRNA-No-14383	367	433	146	560	234	194
gRNA-No-14384	49	63	8	17	0	2
gRNA-No-14386	128	143	26	110	123	122
gRNA-No-36586	3	19	0	2	19	25
gRNA-No-36588	127	180	69	271	87	86
gRNA-No-20682	0	0	0	0	6	12
gRNA-No-36591	7	5	0	0	47	37
gRNA-No-36592	0	0	0	0	0	0
gRNA-No-36593	0	1	0	0	0	0
gRNA-No-36594	2	19	9	3	4	6
gRNA-No-36595	1	0	2	7	0	0
gRNA-No-36597	0	0	0	0	0	0
gRNA-No-12584	57	76	45	161	49	31
gRNA-No-35049	39	89	37	167	78	76
gRNA-No-21861	15	20	9	44	54	50
gRNA-No-36598	3	7	0	0	0	0
gRNA-No-36599	92	95	37	174	18	96
gRNA-No-36600	42	71	18	97	123	77
gRNA-No-36602	0	0	9	46	1	5
gRNA-No-36603	8	17	11	102	26	27
gRNA-No-36604	15	47	4	56	126	101
gRNA-No-36605	4	9	10	43	29	44
gRNA-No-36606	2	16	5	55	3	2
gRNA-No-36607	0	0	0	0	0	0
gRNA-No-36608	1	0	8	27	0	0
gRNA-No-14603	0	6	0	13	2	20
gRNA-No-29589	0	42	0	73	1	20
gRNA-No-14608	9	13	8	75	2	6
gRNA-No-14609	0	0	0	0	0	0
gRNA-No-14611	1	1	0	0	0	0
gRNA-No-36614	64	84	41	177	53	78
gRNA-No-14613	4	8	7	55	4	3
gRNA-No-12586	80	100	19	50	31	30
gRNA-No-14625	7	1	0	0	2	4
gRNA-No-42604	0	0	6	6	1	0
gRNA-No-36622	0	0	0	0	0	0
gRNA-No-36623	0	0	0	0	0	0
gRNA-No-36624	0	0	0	0	1	0
gRNA-No-36625	2	0	3	1	0	0
gRNA-No-36626	60	108	44	212	41	57
gRNA-No-36627	81	140	27	191	113	128
gRNA-No-36628	4	12	1	17	2	7
gRNA-No-36629	236	372	165	646	345	265
gRNA-No-40209	187	164	88	452	81	77
gRNA-No-36630	205	363	157	828	145	126
gRNA-No-36631	0	0	0	0	0	0
gRNA-No-36632	17	14	0	6	4	3
gRNA-No-12588	2	2	0	0	0	0
gRNA-No-36636	25	8	2	9	10	13
gRNA-No-36637	6	10	6	9	0	0
gRNA-No-12590	0	0	0	0	0	0
gRNA-No-36638	27	33	5	25	71	62
gRNA-No-36641	41	60	28	172	102	98
gRNA-No-36642	31	44	11	52	3	6
gRNA-No-35267	0	0	0	0	0	0
gRNA-No-36643	2	1	0	5	2	4
gRNA-No-36645	0	0	0	0	0	0
gRNA-No-36646	15	21	0	1	0	0
gRNA-No-34400	0	0	0	0	1	0
gRNA-No-36647	22	27	11	49	27	50
gRNA-No-36648	49	105	42	269	33	16
gRNA-No-36649	9	29	7	41	31	25
gRNA-No-36650	49	27	15	63	39	29
gRNA-No-36651	43	63	15	62	53	21
gRNA-No-08761	0	0	0	0	0	0
gRNA-No-36653	54	88	35	107	82	68
gRNA-No-36654	34	47	30	176	32	46
gRNA-No-36655	0	7	10	68	16	44
gRNA-No-36656	0	0	0	0	0	0
gRNA-No-03729	0	0	0	0	0	0
gRNA-No-36657	125	153	83	458	185	195
gRNA-No-30027	131	202	92	433	141	134
gRNA-No-40225	70	64	136	497	87	86
gRNA-No-28654	367	596	204	1066	509	484
gRNA-No-36661	114	401	42	634	67	153
gRNA-No-10077	70	67	45	203	89	81
gRNA-No-23243	1	1	0	0	0	0
gRNA-No-28430	232	576	97	853	198	375
gRNA-No-36664	4	1	4	69	23	34
gRNA-No-31155	24	16	25	151	18	12
gRNA-No-23245	0	0	6	23	12	3
gRNA-No-40229	983	1214	443	2042	946	881
gRNA-No-21497	23	19	6	52	14	37
gRNA-No-28714	6	2	4	21	8	6
gRNA-No-47993	30	38	39	173	68	87
gRNA-No-36671	0	0	0	0	0	0
gRNA-No-36672	1	0	0	0	0	0
gRNA-No-36673	82	89	38	171	31	28
gRNA-No-10078	0	0	0	0	0	0
gRNA-No-23248	5	10	5	74	5	25
gRNA-No-36675	182	258	121	676	294	229
gRNA-No-36677	3	5	9	40	0	0
gRNA-No-15322	0	0	0	0	0	0
gRNA-No-36679	0	0	0	10	3	20
gRNA-No-36680	53	61	41	227	129	113
gRNA-No-36681	5	0	0	0	2	3
gRNA-No-36682	1	0	0	6	0	0
gRNA-No-08042	17	15	9	40	6	10
gRNA-No-36684	2	2	6	41	2	5
gRNA-No-36685	11	6	14	62	12	14
gRNA-No-36686	113	142	74	417	89	90
gRNA-No-36687	5	13	4	18	12	15
gRNA-No-36690	0	0	0	0	0	0
gRNA-No-36691	0	0	0	0	0	0
gRNA-No-36692	59	86	85	367	181	139
gRNA-No-36693	1	1	0	0	0	0
gRNA-No-06227	4	3	0	24	1	0
gRNA-No-06228	0	0	0	7	0	0
gRNA-No-36698	0	0	2	15	0	0
gRNA-No-36699	0	1	1	30	1	0
gRNA-No-36700	0	0	0	0	0	0
gRNA-No-36701	128	211	55	315	207	214
gRNA-No-36702	165	190	76	324	91	91
gRNA-No-36703	50	112	26	195	26	31
gRNA-No-27104	44	57	11	83	5	3
gRNA-No-36705	0	0	0	1	0	0
gRNA-No-36707	0	0	0	0	0	0
gRNA-No-06233	0	5	0	16	1	3
gRNA-No-36709	7	39	2	25	27	40
gRNA-No-36710	3	12	26	154	27	25
gRNA-No-36711	351	458	201	1012	327	299
gRNA-No-36712	221	268	54	277	148	107
gRNA-No-36713	241	325	116	534	133	114
gRNA-No-36714	0	2	0	31	1	1
gRNA-No-36715	11	39	1	68	6	21
gRNA-No-36716	208	418	96	553	210	214
gRNA-No-36717	5	12	0	15	4	3
gRNA-No-36718	0	1	2	6	2	0
gRNA-No-36719	53	68	34	198	74	58
gRNA-No-36720	202	329	98	665	180	182
gRNA-No-36721	59	77	12	103	7	14
gRNA-No-36722	0	0	0	0	0	0
gRNA-No-36724	9	2	14	38	0	0
gRNA-No-36726	3	14	6	17	28	22
gRNA-No-36727	0	1	0	1	1	0
gRNA-No-36728	240	293	151	749	302	248
gRNA-No-36729	3	0	2	32	14	18
gRNA-No-36730	0	0	0	0	0	0
gRNA-No-36731	10	52	5	36	0	1
gRNA-No-06243	57	141	22	141	101	98
gRNA-No-06244	89	200	70	261	87	41
gRNA-No-36734	1	0	0	0	0	0
gRNA-No-42207	6	0	2	13	3	8
gRNA-No-36737	0	0	0	0	0	0
gRNA-No-36738	117	215	36	212	150	160
gRNA-No-36739	102	109	51	331	169	163
gRNA-No-36740	11	13	7	40	3	9
gRNA-No-36741	311	509	193	935	448	449
gRNA-No-15751	2	6	7	87	11	24
gRNA-No-36744	0	0	0	0	0	0
gRNA-No-36745	185	248	54	431	131	262
gRNA-No-36746	19	20	7	33	37	27
gRNA-No-36747	5	2	0	0	3	1
gRNA-No-36748	0	0	0	0	0	0
gRNA-No-36749	51	73	9	73	46	56
gRNA-No-36750	286	363	131	737	303	330
gRNA-No-36751	2	1	0	8	16	8
gRNA-No-36754	3	1	0	1	0	2
gRNA-No-10086	0	0	0	0	0	0
gRNA-No-06251	20	35	7	57	2	1
gRNA-No-36758	96	72	51	172	77	63
gRNA-No-36759	100	123	69	351	136	122
gRNA-No-36760	131	147	30	179	73	70
gRNA-No-36761	0	1	0	0	0	0
gRNA-No-36762	303	448	112	689	275	259
gRNA-No-36763	6	10	10	52	26	63
gRNA-No-36764	0	0	0	0	3	2
gRNA-No-36765	2	0	0	0	0	0
gRNA-No-36766	0	2	0	0	45	31
gRNA-No-36768	408	634	271	1549	357	281
gRNA-No-36769	4	5	0	0	31	10
gRNA-No-36771	3	1	0	0	1	0
gRNA-No-36772	0	0	0	0	0	0
gRNA-No-36774	0	0	0	0	0	0
gRNA-No-36775	36	27	49	195	123	99
gRNA-No-36776	0	0	0	0	0	1
gRNA-No-36777	0	4	0	0	49	16
gRNA-No-36778	188	235	60	294	86	67
gRNA-No-36779	105	120	53	291	72	72
gRNA-No-36780	1	10	1	0	0	0
gRNA-No-36782	4	3	19	56	27	23
gRNA-No-36784	48	92	35	132	23	28
gRNA-No-36785	0	0	0	0	0	0
gRNA-No-21504	5	17	5	21	15	19
gRNA-No-36787	0	0	0	0	0	0
gRNA-No-36788	9	4	5	18	1	1
gRNA-No-23254	0	0	0	0	0	0
gRNA-No-36790	62	82	29	111	94	46
gRNA-No-36791	0	1	0	0	0	0
gRNA-No-36792	0	0	0	0	0	0
gRNA-No-36793	193	278	130	582	209	163
gRNA-No-36794	11	8	25	84	52	57
gRNA-No-23255	8	8	2	16	3	7
gRNA-No-36796	0	1	0	0	0	2
gRNA-No-36797	15	18	25	141	38	34
gRNA-No-15960	2	7	2	0	7	6
gRNA-No-36799	344	308	179	1044	477	477
gRNA-No-23256	13	6	2	15	38	18
gRNA-No-23257	7	4	0	60	0	0
gRNA-No-36803	2	7	0	15	1	4
gRNA-No-21505	2	3	0	0	21	1
gRNA-No-48849	51	73	39	90	114	134
gRNA-No-36805	0	0	0	0	0	0
gRNA-No-36806	0	0	0	0	0	0
gRNA-No-48851	164	211	81	449	106	90
gRNA-No-36808	0	0	4	14	8	0
gRNA-No-36809	92	141	42	226	218	233
gRNA-No-36810	14	27	22	80	4	8
gRNA-No-36811	196	217	61	360	172	153
gRNA-No-36812	0	0	0	0	0	0
gRNA-No-36813	62	116	28	157	87	101
gRNA-No-36814	13	12	8	52	13	23
gRNA-No-16044	33	32	10	71	43	41
gRNA-No-36816	64	215	33	373	50	137
gRNA-No-36817	7	29	0	0	0	0
gRNA-No-39801	0	3	1	3	0	0
gRNA-No-48855	181	239	80	580	226	309
gRNA-No-36820	23	48	31	159	55	53
gRNA-No-21507	0	0	0	0	0	0
gRNA-No-33379	10	11	2	15	62	52
gRNA-No-36822	0	0	0	0	0	0
gRNA-No-33384	162	309	94	566	263	266
gRNA-No-16152	1	3	0	9	3	8
gRNA-No-36825	424	565	279	1206	643	518
gRNA-No-11959	20	44	5	41	27	33
gRNA-No-36827	74	117	22	178	118	166
gRNA-No-36828	89	117	39	164	47	25
gRNA-No-36829	0	8	0	0	0	0
gRNA-No-36830	0	0	0	0	0	0
gRNA-No-36831	117	115	12	102	54	75
gRNA-No-36832	0	1	0	5	3	16
gRNA-No-46825	3	12	0	10	2	3
gRNA-No-19458	4	3	4	16	1	5
gRNA-No-36838	4	2	0	1	1	0
gRNA-No-36839	9	31	13	75	27	25
gRNA-No-36840	5	6	2	3	5	4
gRNA-No-36841	5	0	3	3	0	0
gRNA-No-36842	0	0	0	0	0	0
gRNA-No-36843	10	12	1	2	25	11
gRNA-No-36844	0	0	0	0	0	0
gRNA-No-36845	37	52	0	0	4	1
gRNA-No-36847	44	48	33	147	132	84
gRNA-No-36848	0	0	0	0	2	0
gRNA-No-36849	233	374	162	635	320	255
gRNA-No-36850	0	2	0	0	1	0
gRNA-No-36851	7	0	0	0	24	16
gRNA-No-36852	19	50	11	89	60	29
gRNA-No-36854	33	40	16	106	33	34
gRNA-No-36855	11	19	0	90	0	2
gRNA-No-36856	88	117	41	281	126	98
gRNA-No-36857	0	0	0	0	0	0
gRNA-No-50880	214	265	160	672	153	133
gRNA-No-31697	185	182	116	498	139	132
gRNA-No-36859	148	192	188	1078	242	175
gRNA-No-36860	37	63	13	44	35	36
gRNA-No-36861	180	290	87	516	133	129
gRNA-No-36862	0	1	0	0	8	14
gRNA-No-36863	0	0	0	0	34	15
gRNA-No-36864	182	189	50	248	165	122
gRNA-No-36865	0	0	0	0	0	0
gRNA-No-16464	40	123	27	153	36	48
gRNA-No-36867	96	110	71	443	255	219
gRNA-No-36868	8	31	7	94	5	13
gRNA-No-36869	55	71	23	96	66	103
gRNA-No-36870	23	38	14	91	21	61
gRNA-No-36871	0	0	0	0	0	0
gRNA-No-36872	69	98	46	202	46	42
gRNA-No-45932	0	0	0	0	0	0
gRNA-No-36873	97	130	55	262	208	111
gRNA-No-36874	10	12	20	79	0	0
gRNA-No-36875	37	36	20	74	39	14
gRNA-No-45631	110	165	66	296	141	112
gRNA-No-33698	29	66	14	98	33	37
gRNA-No-36878	0	0	2	0	0	32
gRNA-No-36879	0	0	0	0	0	0
gRNA-No-36880	11	26	1	10	0	1
gRNA-No-16537	62	96	25	144	58	100
gRNA-No-45817	91	89	24	47	131	123
gRNA-No-36883	0	0	8	9	1	0
gRNA-No-45936	9	6	14	56	4	4
gRNA-No-36885	0	0	0	0	0	0
